o,d,mode,component,value,unit,status,source
104,217,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
104,101,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
104,102,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
104,103,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
104,104,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
104,301,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
104,302,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
104,303,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
104,304,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,201,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,202,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,203,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,204,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,205,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,206,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,207,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,208,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,209,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,210,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,211,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,212,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,213,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,214,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,215,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,216,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,217,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,101,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,102,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,103,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,104,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,301,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,302,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,303,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
301,304,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,201,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,202,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,203,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,204,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,205,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,206,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,207,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,208,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,209,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,210,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,211,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,212,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,213,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,214,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,215,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,216,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,217,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,101,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,102,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,103,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,104,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,301,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,302,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,303,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
302,304,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,201,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,202,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,203,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,204,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,205,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,206,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,207,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,208,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,209,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,210,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,211,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,212,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,213,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,214,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,215,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,216,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,217,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,101,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,102,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,103,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,104,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,301,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,302,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,303,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
303,304,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,201,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,202,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,203,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,204,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,205,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,206,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,207,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,208,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,209,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,210,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,211,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,212,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,213,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,214,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,215,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,216,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,217,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,101,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,102,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,103,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,104,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,301,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,302,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,303,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
304,304,lrt_all_ground,walk,,min,missing,TAZ centroid → nearest station × 1.3 detour at 4.8 km/h; population-weighted access + employment-weighted egress
201,201,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,202,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,203,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,204,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,205,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,206,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,207,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,208,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,209,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,210,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
201,211,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,212,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,213,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,214,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,215,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,216,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,217,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,101,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,102,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,103,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,104,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,301,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,302,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,303,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
201,304,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,201,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,202,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,203,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,204,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,205,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,206,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,207,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,208,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,209,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,210,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
202,211,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,212,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,213,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,214,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,215,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,216,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,217,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,101,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,102,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,103,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,104,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,301,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,302,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,303,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
202,304,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,201,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,202,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,203,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,204,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,205,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,206,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,207,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,208,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,209,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,210,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
203,211,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,212,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,213,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,214,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,215,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,216,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,217,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,101,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,102,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,103,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,104,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,301,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,302,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,303,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
203,304,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,201,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,202,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,203,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,204,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,205,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,206,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,207,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,208,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,209,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,210,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
204,211,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,212,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,213,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,214,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,215,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,216,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,217,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,101,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,102,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,103,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,104,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,301,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,302,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,303,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
204,304,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,201,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,202,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,203,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,204,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,205,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,206,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,207,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,208,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,209,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,210,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
205,211,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,212,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,213,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,214,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,215,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,216,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,217,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,101,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,102,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,103,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,104,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,301,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,302,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,303,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
205,304,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,201,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,202,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,203,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,204,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,205,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,206,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,207,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,208,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,209,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,210,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
206,211,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,212,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,213,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,214,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,215,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,216,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,217,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,101,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,102,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,103,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,104,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,301,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,302,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,303,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
206,304,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,201,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,202,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,203,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,204,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,205,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,206,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,207,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,208,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,209,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,210,lrt_all_ground,wait,3.000,min,assumed,headway 6 min (plan) / 2
207,211,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,212,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,213,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,214,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,215,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,216,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,217,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,101,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,102,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,103,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,104,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,301,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,302,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
207,303,lrt_all_ground,wait,,min,missing,headway 6 min (plan) / 2
